year,state,district,rape,attempt_to_rape,gang_rape,murder_with_rape,kidnapping_and_abduction,dowry_deaths,dowry_prohibition_act,cruelty_by_husband_or_relatives_498A,acid_attack,attempt_to_acid_attack,assault_on_women_modesty_354,assault_intent_disrobe_354B,voyeurism_354C,stalking_354D,insult_to_modesty_509,trafficking,procuration_of_minor_girls,importation_of_girls,immoral_traffic_act,indecent_representation_of_women,women_killed_in_honour_killing,witch_hunting,cyber_crime_obscenity_against_women,cyber_stalking_bullying_against_women,child_marriage_prohibition_act,pocso_rape,pocso_assault,pocso_harassment,pocso_unnatural_offences,pocso_other,abduction_for_marriage,abduction_for_illicit_intercourse,attempt_to_kidnap,domestic_violence_act_cases,abetment_to_suicide_women,attempt_to_murder_women,insult_outraging_modesty_other,sexual_harassment_workplace,dowry_harassment,marital_rape_reports,total_cases
2004,Jammu and Kashmir,Jammu District 16,8,6,5,4,20,9,3,12,5,7,5,4,3,7,4,6,3,3,7,8,6,6,5,3,3,4,4,7,8,6,7,5,7,2,8,8,2,6,9,6,538
2004,Jammu and Kashmir,Jammu District 17,7,4,6,5,15,7,5,17,6,6,12,8,8,6,8,3,6,3,9,9,8,5,3,6,6,3,8,5,7,5,4,8,5,6,9,2,5,5,6,5,562
2004,Jammu and Kashmir,Jammu District 18,8,4,5,3,22,7,3,15,5,4,12,10,12,6,5,7,3,8,2,7,8,2,9,8,10,6,5,8,8,1,2,7,4,7,9,5,7,5,10,3,552
2004,Jharkhand,Jharkhand District 1,17,24,20,19,36,22,23,34,27,18,20,15,17,25,17,18,24,23,27,20,22,13,20,19,26,26,23,21,17,23,31,11,16,23,19,28,19,26,17,26,1887
2004,Jharkhand,Jharkhand District 2,26,22,24,14,44,16,22,30,21,25,30,22,18,10,28,17,19,17,18,21,20,21,24,16,30,28,23,20,31,16,22,20,18,21,22,18,32,28,17,13,1925
2004,Jharkhand,Jharkhand District 3,14,24,23,14,39,22,22,32,22,22,32,18,17,16,26,28,20,11,25,15,22,15,21,20,25,25,20,20,20,22,15,21,21,17,13,25,11,15,22,21,1878
2004,Jharkhand,Jharkhand District 4,22,19,28,24,27,17,23,30,24,25,36,20,15,26,24,18,22,26,19,23,24,17,25,16,20,32,19,20,21,21,19,22,15,15,21,16,24,26,18,23,1958
2004,Jharkhand,Jharkhand District 5,25,16,28,26,29,16,33,35,28,25,28,24,20,17,34,22,27,27,25,23,27,28,17,26,31,24,20,22,25,23,20,17,21,18,17,21,16,23,23,16,2010
2004,Jharkhand,Jharkhand District 6,22,22,25,20,26,22,28,29,20,26,34,12,20,18,21,22,26,30,15,25,16,25,11,20,20,30,19,20,17,21,27,21,22,19,20,24,18,27,19,21,1949
2004,Jharkhand,Jharkhand District 7,26,19,21,20,33,14,16,35,25,23,30,16,20,24,17,18,21,24,22,16,10,18,21,24,17,23,23,15,19,22,21,19,21,23,26,17,15,24,22,22,1923
2004,Jharkhand,Jharkhand District 8,17,14,14,20,25,17,17,25,25,25,34,27,30,16,20,20,14,23,20,29,16,19,24,24,26,22,20,19,22,16,12,23,24,14,17,21,27,24,26,17,1887
2004,Jharkhand,Jharkhand District 9,21,19,19,26,22,19,23,34,31,14,41,36,24,21,16,16,15,23,9,22,20,20,21,20,21,26,17,14,27,15,15,17,17,24,23,16,21,17,23,21,1903
2004,Jharkhand,Jharkhand District 10,25,23,16,26,22,18,15,23,16,12,23,10,26,25,16,25,19,15,24,26,28,19,26,19,16,17,24,25,28,15,13,8,25,24,25,21,20,13,27,26,1859
2004,Jharkhand,Jharkhand District 11,21,23,16,21,24,15,17,31,17,30,33,20,23,17,27,11,17,18,13,25,20,27,24,24,21,17,15,21,25,16,24,21,22,24,13,19,18,24,17,22,1891
2004,Jharkhand,Jharkhand District 12,16,22,28,18,31,23,21,28,24,22,30,19,22,28,22,20,22,19,16,28,18,12,22,18,22,25,20,23,18,16,19,14,19,19,14,27,14,20,16,21,1885
2004,Jharkhand,Jharkhand District 13,17,28,24,17,26,23,19,30,29,19,35,17,16,30,25,23,12,26,23,23,19,20,20,16,19,20,14,20,24,18,17,18,20,24,18,25,12,18,24,20,1926
2004,Jharkhand,Jharkhand District 14,21,21,18,18,37,25,17,26,21,26,35,18,23,15,17,25,19,16,25,21,16,22,17,17,11,21,14,21,20,23,30,21,30,23,23,17,23,30,25,27,1941
2004,Jharkhand,Jharkhand District 15,14,22,18,22,33,27,13,25,22,25,23,33,21,24,24,27,19,23,18,24,19,22,19,28,21,20,18,11,32,28,18,21,24,26,23,15,21,25,16,17,1898
2004,Jharkhand,Jharkhand District 16,16,19,20,17,35,20,16,30,23,17,31,11,23,28,23,26,23,16,15,17,20,11,9,24,20,17,21,29,23,23,25,26,22,20,21,11,22,16,20,22,1838
2004,Jharkhand,Jharkhand District 17,26,15,13,17,40,25,26,28,24,23,46,21,22,23,22,10,39,14,16,23,26,23,16,26,22,18,25,21,18,25,24,24,22,17,25,18,26,26,31,26,1960
2004,Jharkhand,Jharkhand District 18,18,18,18,27,29,18,23,28,17,18,21,19,26,22,23,17,18,14,18,22,15,19,16,14,33,30,17,15,16,27,16,22,21,26,22,28,17,18,16,15,1842
2004,Karnataka,Karnataka District 1,12,9,17,6,23,10,11,24,12,9,30,10,8,8,12,8,12,9,11,7,11,12,15,13,9,18,10,10,10,12,9,10,18,8,10,10,10,5,5,15,996
2004,Karnataka,Karnataka District 2,13,7,15,7,21,14,10,28,8,6,17,15,9,14,16,11,1,10,5,10,13,9,10,8,11,14,16,8,10,11,11,13,11,9,16,11,7,17,7,12,1041
2004,Karnataka,Karnataka District 3,7,8,15,9,25,10,18,19,4,10,33,8,10,13,11,9,10,6,11,7,15,12,7,8,15,8,11,15,17,11,10,12,8,10,7,7,13,12,14,3,1009
2004,Karnataka,Karnataka District 4,16,17,8,9,17,13,16,20,16,11,19,5,9,7,12,11,8,14,11,18,12,12,12,17,11,15,11,12,6,6,14,12,8,10,9,14,12,9,9,12,998
2004,Karnataka,Karnataka District 5,14,8,10,18,19,9,15,21,12,13,24,14,11,9,7,10,10,13,13,7,11,8,10,14,6,10,12,10,7,10,12,10,9,11,8,21,10,10,5,9,1004
2004,Karnataka,Karnataka District 6,10,13,10,11,18,14,12,21,5,13,18,11,17,11,6,11,11,12,10,9,7,15,11,12,8,6,10,10,6,17,10,8,6,10,13,10,6,12,10,13,1014
2004,Karnataka,Karnataka District 7,9,16,11,14,28,13,13,25,7,17,25,9,8,12,12,9,19,8,10,11,12,17,7,9,8,15,10,8,11,12,13,7,9,6,13,15,8,11,14,15,994
2004,Karnataka,Karnataka District 8,7,9,18,10,24,9,19,25,9,15,14,17,12,14,7,10,11,13,15,9,10,15,19,9,21,14,11,10,9,13,8,3,7,4,7,16,12,8,17,9,1036
2004,Karnataka,Karnataka District 9,5,13,11,9,21,5,13,23,10,11,17,7,8,8,6,11,16,7,8,14,15,11,10,16,10,11,14,9,14,12,9,7,14,12,10,12,9,7,13,8,959
2004,Karnataka,Karnataka District 10,21,8,14,8,24,7,14,23,8,14,20,11,9,8,15,11,13,14,12,6,6,8,10,15,15,14,9,11,11,6,14,11,13,9,10,9,10,6,9,9,1007
2004,Karnataka,Karnataka District 11,8,13,13,7,15,14,16,19,8,10,19,6,6,11,21,16,7,10,11,10,6,11,10,15,8,12,18,8,4,8,11,9,11,12,11,8,6,10,10,11,962
2004,Karnataka,Karnataka District 12,8,16,14,9,31,9,12,20,13,13,15,8,17,8,11,10,10,12,10,10,8,14,6,12,9,13,9,17,20,8,18,14,4,9,11,18,7,9,13,6,1054
2004,Karnataka,Karnataka District 13,14,10,11,16,18,6,17,20,12,7,32,15,10,9,15,13,10,10,6,11,11,4,5,13,9,13,8,14,9,13,11,12,12,9,19,7,10,13,10,18,1016
2004,Karnataka,Karnataka District 14,13,8,9,4,23,10,8,21,9,9,20,8,7,9,15,7,5,13,15,13,10,13,8,11,8,13,14,8,12,7,7,8,10,10,7,9,13,9,6,13,908
2004,Karnataka,Karnataka District 15,9,12,19,16,17,9,13,30,7,14,15,13,9,12,11,13,13,4,10,11,10,13,9,7,14,8,19,12,12,13,11,14,10,5,8,12,15,12,14,14,1016
2004,Kerala,Kerala District 1,32,23,26,26,30,21,24,36,26,27,26,18,21,25,26,30,27,26,24,18,23,20,32,26,26,24,28,13,29,24,25,25,31,28,27,27,25,25,31,34,2338
2004,Kerala,Kerala District 2,24,27,27,23,37,28,33,26,26,25,31,26,26,20,31,27,21,30,27,24,27,36,24,22,34,18,27,18,23,25,23,35,24,27,25,28,15,34,26,32,2414
2004,Kerala,Kerala District 3,24,23,22,27,37,21,20,32,41,31,25,34,28,24,27,20,29,20,22,27,36,20,25,23,26,29,35,16,22,20,26,25,23,20,28,21,20,14,19,25,2318
2004,Kerala,Kerala District 4,22,20,32,26,42,29,24,35,20,20,34,25,34,27,17,27,18,20,23,27,26,24,21,24,25,31,31,30,24,26,32,15,26,27,25,26,31,29,27,23,2369
2004,Kerala,Kerala District 5,27,21,24,28,31,16,28,35,28,21,27,24,24,28,32,21,26,18,27,28,25,24,26,27,18,29,27,18,23,30,20,23,22,24,29,26,18,24,21,27,2307
2004,Kerala,Kerala District 6,22,42,34,34,25,22,29,34,21,23,36,22,30,22,26,24,30,25,25,29,24,32,27,24,19,23,29,22,24,34,23,22,23,24,21,27,20,27,33,25,2317
2004,Kerala,Kerala District 7,19,24,27,22,42,30,29,33,27,30,39,14,27,28,25,23,20,30,31,24,31,21,19,29,32,24,21,21,28,31,28,18,26,34,19,21,28,25,28,34,2368
2004,Kerala,Kerala District 8,26,26,31,33,30,35,31,45,20,29,47,29,22,29,30,39,36,22,30,35,22,22,24,35,24,17,32,17,26,24,27,22,33,24,25,25,27,19,35,26,2378
2004,Kerala,Kerala District 9,20,30,29,34,37,25,19,40,23,16,20,24,26,26,15,18,27,26,38,20,31,22,28,21,39,22,28,25,24,16,27,29,24,17,34,38,19,19,21,22,2319
2004,Kerala,Kerala District 10,17,25,29,22,36,21,22,37,20,30,38,31,30,23,30,23,23,21,20,23,32,23,23,27,25,26,20,19,29,17,29,44,24,25,21,32,26,31,18,27,2299
2004,Kerala,Kerala District 11,18,25,26,22,31,27,25,31,18,29,30,28,26,24,18,30,32,21,31,31,24,27,23,33,18,28,28,23,36,22,22,25,22,25,29,26,25,34,20,31,2341
2004,Kerala,Kerala District 12,25,28,26,22,42,26,21,41,28,24,29,32,24,28,32,34,18,21,27,29,31,27,26,18,29,33,22,25,25,22,26,23,27,31,30,19,20,23,34,22,2355
2004,Madhya Pradesh,Madhya District 1,26,20,17,27,30,23,25,34,14,18,28,22,21,25,22,32,19,23,22,20,22,21,16,20,26,23,19,26,18,13,20,21,25,17,29,20,17,25,19,28,1908
2004,Madhya Pradesh,Madhya District 2,17,17,20,17,31,15,25,39,17,18,30,30,14,19,21,18,16,27,22,21,19,18,30,17,22,24,21,23,15,20,25,24,19,23,20,16,12,18,20,16,1823
2004,Madhya Pradesh,Madhya District 3,18,21,26,19,28,21,26,31,22,24,29,25,17,20,20,18,18,11,20,22,19,24,23,21,17,17,20,26,22,15,29,17,27,23,19,21,17,22,28,24,1929
2004,Madhya Pradesh,Madhya District 4,19,22,26,22,25,21,22,41,27,23,33,17,26,22,22,17,21,17,23,13,24,26,22,19,16,15,27,26,20,24,27,12,13,28,19,17,23,19,23,30,1932
2004,Madhya Pradesh,Madhya District 5,21,19,20,19,35,20,17,30,20,22,30,27,34,23,21,18,14,16,19,31,23,21,22,22,22,23,24,24,27,29,26,21,21,18,26,14,21,25,18,25,1932
2004,Madhya Pradesh,Madhya District 6,20,22,17,26,24,22,20,33,15,16,32,15,25,19,22,17,19,21,19,16,24,23,20,10,27,24,30,18,25,21,20,18,20,19,17,16,20,27,21,23,1864
2004,Madhya Pradesh,Madhya District 7,22,18,21,20,28,24,21,30,24,23,24,21,21,24,24,18,30,24,25,21,17,18,24,26,22,15,23,24,14,23,21,27,19,24,27,22,20,19,17,20,2052
2004,Madhya Pradesh,Madhya District 8,21,19,17,18,30,20,25,30,23,15,29,17,24,18,22,20,19,19,30,16,24,29,13,19,21,18,21,23,34,19,21,22,20,22,21,19,25,21,20,18,1868
2004,Madhya Pradesh,Madhya District 9,22,28,16,27,26,33,23,21,33,12,33,24,18,24,24,32,29,20,26,12,22,23,19,20,20,26,19,21,13,16,23,26,17,20,16,18,22,25,24,21,1952
2004,Madhya Pradesh,Madhya District 10,17,28,23,16,29,16,19,28,31,25,28,17,25,16,29,17,19,18,21,23,23,18,25,24,21,22,16,16,18,22,22,17,27,15,24,27,28,19,25,13,1949
2004,Madhya Pradesh,Madhya District 11,16,23,23,24,37,24,16,24,19,15,34,25,20,21,25,19,30,20,25,25,17,17,19,14,18,19,20,12,34,16,24,27,18,27,29,21,14,20,21,22,1932
2004,Maharashtra,Maharashtra District 1,8,18,18,20,23,18,10,25,15,12,23,21,15,18,21,23,26,17,16,17,10,14,14,14,18,15,16,10,14,17,13,12,24,21,10,14,11,14,10,18,1452
2004,Maharashtra,Maharashtra District 2,17,20,21,14,29,20,15,25,19,16,32,16,20,13,17,18,19,14,18,15,17,17,12,14,14,16,15,18,16,12,13,17,17,28,22,21,14,14,21,21,1460
2004,Maharashtra,Maharashtra District 3,19,21,10,15,23,17,13,25,13,14,33,6,13,15,19,15,13,21,15,11,24,17,16,12,17,17,18,7,16,21,15,8,16,19,17,13,15,17,11,12,1404
2004,Maharashtra,Maharashtra District 4,18,17,22,11,25,17,18,34,13,22,33,17,11,22,11,15,14,13,16,19,16,17,8,15,21,17,10,15,13,25,12,21,16,27,12,20,16,10,13,9,1469
2004,Maharashtra,Maharashtra District 5,11,16,14,15,33,22,23,25,15,14,23,6,10,20,17,18,15,15,18,14,17,11,15,8,16,17,13,13,14,20,12,14,20,18,16,22,16,14,16,16,1446
2004,Maharashtra,Maharashtra District 6,14,15,10,19,28,13,14,21,13,12,16,18,14,26,12,22,12,17,18,15,20,22,17,16,13,18,17,21,19,16,13,15,17,11,22,23,9,16,14,12,1461
2004,Maharashtra,Maharashtra District 7,13,11,9,18,32,16,24,23,13,22,18,16,7,14,20,13,14,32,14,18,23,23,16,18,15,14,15,8,27,5,17,27,24,18,20,10,12,11,20,19,1454
2004,Maharashtra,Maharashtra District 8,13,11,15,12,33,9,12,22,15,12,36,9,15,15,15,16,14,14,7,16,21,18,12,19,13,17,17,9,14,16,15,14,19,22,4,14,17,18,17,14,1421
2004,Maharashtra,Maharashtra District 9,16,16,17,17,30,18,13,24,15,18,27,19,17,19,13,20,27,16,12,16,13,5,16,16,10,18,18,15,14,28,17,21,10,17,19,16,14,15,9,15,1495
2004,Maharashtra,Maharashtra District 10,15,9,24,17,24,16,12,35,16,15,25,15,11,16,13,18,13,20,8,20,19,12,16,15,10,13,18,17,13,19,19,20,14,12,19,22,18,19,19,9,1491
2004,Maharashtra,Maharashtra District 11,16,13,17,11,22,20,13,29,13,17,24,10,13,13,14,14,14,19,21,22,23,14,14,15,15,12,16,15,19,18,15,19,16,20,10,15,14,19,14,17,1454
2004,Maharashtra,Maharashtra District 12,15,21,13,27,27,13,15,24,12,11,36,20,20,21,18,14,16,19,19,13,8,18,12,17,14,15,11,16,15,19,16,17,20,17,13,13,16,17,20,16,1503
2004,Maharashtra,Maharashtra District 13,14,19,18,22,32,18,18,25,13,11,18,17,19,21,11,17,16,7,19,15,23,15,16,16,13,15,18,8,15,17,10,19,11,14,17,27,21,16,9,14,1408
2004,Maharashtra,Maharashtra District 14,19,16,13,21,37,24,8,37,15,11,30,18,18,20,13,19,11,17,16,10,13,13,23,16,16,13,18,22,15,12,16,19,18,12,10,17,16,13,17,8,1474
2004,Maharashtra,Maharashtra District 15,15,19,23,22,32,20,22,24,16,16,25,13,11,19,14,14,17,12,19,18,12,18,20,22,19,14,13,13,14,18,13,22,22,17,21,13,20,21,10,17,1470
2004,Manipur,Manipur District 1,7,5,5,11,17,3,6,16,4,9,11,9,5,7,10,2,4,9,2,6,5,6,3,6,10,8,8,6,4,6,6,5,7,8,6,4,4,8,8,5,576
2004,Manipur,Manipur District 2,8,11,7,7,18,6,7,8,5,6,12,5,2,0,7,7,6,5,6,8,3,8,3,6,5,10,5,7,6,7,3,5,7,5,11,5,5,5,6,6,540
2004,Manipur,Manipur District 3,7,6,2,8,14,8,2,22,6,4,8,3,9,6,4,10,4,7,8,4,10,3,6,3,7,8,6,7,6,5,4,4,7,3,2,6,9,6,7,7,562
2004,Manipur,Manipur District 4,5,2,4,10,10,4,6,20,5,3,23,9,12,5,4,5,7,6,6,11,5,9,6,4,8,2,6,4,5,7,9,5,7,2,7,10,5,9,9,4,575
2004,Manipur,Manipur District 5,5,6,7,6,28,0,5,9,3,6,11,7,3,4,8,10,8,4,7,4,5,10,10,7,5,2,8,4,11,8,3,5,7,11,8,7,7,3,6,6,572
2004,Manipur,Manipur District 6,7,4,3,5,17,5,2,13,9,4,12,3,9,4,6,4,6,6,2,1,4,8,3,6,5,5,7,3,7,3,3,7,5,7,5,4,6,4,5,8,502
2004,Manipur,Manipur District 7,9,4,9,4,15,11,6,14,7,8,14,8,5,9,12,13,3,6,3,5,4,7,7,5,4,4,6,10,3,14,6,7,11,6,13,4,2,9,9,2,583
2004,Manipur,Manipur District 8,3,6,7,5,18,10,5,11,7,7,15,3,5,2,5,4,6,5,4,2,5,3,8,7,5,11,3,4,3,7,6,9,6,5,7,10,7,9,7,10,506
2004,Manipur,Manipur District 9,8,5,7,4,14,9,8,19,6,5,18,13,0,7,6,6,10,9,7,2,9,6,1,7,7,6,5,6,7,9,9,2,4,7,7,8,4,6,5,3,551
2004,Manipur,Manipur District 10,4,2,4,11,18,6,8,13,10,6,17,4,6,9,4,8,6,8,6,6,6,7,2,5,5,7,5,10,4,4,5,4,10,11,4,4,9,7,6,7,589
2004,Manipur,Manipur District 11,5,5,3,7,10,6,8,21,7,3,14,5,9,4,6,10,5,7,10,3,4,6,9,7,5,6,2,5,1,5,4,4,6,11,8,11,4,4,9,4,554
2004,Manipur,Manipur District 12,5,5,5,4,14,6,6,14,7,6,15,3,7,8,2,9,7,6,9,5,8,5,4,10,6,5,6,6,6,10,6,5,4,3,10,7,8,7,5,5,541
2004,Manipur,Manipur District 13,4,2,6,2,17,10,8,12,5,9,32,5,4,6,4,3,7,8,5,8,6,3,6,5,5,7,4,6,3,3,4,3,3,3,3,10,2,3,5,9,518
2004,Manipur,Manipur District 14,6,4,4,8,14,1,6,13,3,6,12,8,10,4,5,6,8,10,5,7,9,10,6,6,10,5,5,8,4,4,5,9,11,1,5,8,3,2,9,4,538
2004,Manipur,Manipur District 15,1,2,4,4,9,6,4,12,10,5,11,4,8,4,4,6,1,2,5,7,5,1,2,9,6,4,9,4,9,9,1,6,3,6,7,7,5,5,4,7,478
2004,Meghalaya,Meghalaya District 1,18,18,14,21,29,12,23,27,29,27,27,23,19,27,18,17,24,21,26,15,25,20,22,18,22,22,20,20,19,29,27,25,16,17,19,25,25,18,27,24,1902
2004,Meghalaya,Meghalaya District 2,26,20,18,20,34,22,16,44,27,21,29,28,21,22,26,21,20,23,22,19,21,26,18,16,19,26,18,24,19,28,14,18,18,27,18,18,27,21,22,25,1956
2004,Meghalaya,Meghalaya District 3,17,23,26,24,35,19,12,27,18,16,22,22,23,14,14,19,18,26,24,17,14,25,24,20,22,17,24,16,18,21,21,26,22,30,16,27,18,27,17,24,1889
2004,Meghalaya,Meghalaya District 4,25,21,18,24,37,13,19,37,31,10,32,18,19,21,25,26,14,16,28,14,16,28,19,23,24,27,30,24,17,22,19,12,22,19,19,15,22,23,17,19,1919
2004,Meghalaya,Meghalaya District 5,17,14,26,24,30,28,13,29,19,21,30,30,17,17,15,19,26,19,22,21,22,22,13,17,18,14,22,23,18,27,18,22,11,20,16,31,20,27,22,13,1881
2004,Meghalaya,Meghalaya District 6,25,37,24,18,24,25,22,35,20,18,35,21,23,19,19,23,22,20,22,27,21,24,21,23,19,20,22,16,22,20,21,27,19,16,24,19,15,24,24,21,1967
2004,Meghalaya,Meghalaya District 7,23,19,21,22,29,18,14,41,17,20,26,26,21,13,21,24,23,18,15,19,16,17,19,25,14,23,22,16,21,21,30,19,18,19,21,18,22,25,23,16,1884
2004,Meghalaya,Meghalaya District 8,21,24,17,21,38,28,21,22,29,19,33,22,23,15,22,23,24,18,25,17,20,18,15,16,18,23,27,10,29,21,18,17,19,21,19,27,31,12,23,14,1890
2004,Meghalaya,Meghalaya District 9,15,16,15,23,21,31,49,36,14,18,26,21,22,20,18,17,20,17,16,18,16,12,26,21,28,15,26,21,21,16,22,27,21,22,28,25,22,22,27,17,1918
2004,Meghalaya,Meghalaya District 10,25,20,23,23,27,22,29,27,31,16,36,19,24,23,26,24,23,25,22,17,19,22,21,22,27,23,19,20,21,19,16,15,20,25,20,23,19,25,25,29,1939
2004,Mizoram,Mizoram District 1,13,13,15,11,20,12,16,25,15,26,24,12,13,19,19,13,19,23,16,28,16,17,15,16,12,16,18,22,14,19,6,12,19,16,14,15,14,13,10,15,1461
2004,Mizoram,Mizoram District 2,19,11,17,19,26,16,16,19,12,16,35,15,14,16,11,16,18,22,18,14,11,12,10,16,18,16,17,15,14,18,27,11,19,20,15,19,21,14,18,24,1485
2004,Mizoram,Mizoram District 3,17,9,19,17,30,11,19,22,12,12,25,19,22,15,8,16,28,15,12,14,14,13,18,18,21,16,19,15,25,11,14,15,13,19,16,24,19,20,20,16,1477
2004,Mizoram,Mizoram District 4,21,16,9,18,15,15,22,13,19,25,20,11,17,19,17,8,17,13,20,12,10,7,21,16,17,13,12,12,24,30,11,11,16,19,14,17,15,17,17,12,1426
2004,Mizoram,Mizoram District 5,12,15,20,21,25,14,14,21,18,15,31,12,13,16,16,19,11,11,15,15,9,17,15,11,17,20,18,14,26,19,11,15,13,13,18,15,15,13,18,23,1430
2004,Mizoram,Mizoram District 6,15,14,20,12,27,20,15,29,17,24,16,16,16,12,14,16,18,13,24,16,17,14,17,24,19,17,13,11,13,25,11,12,17,19,14,20,13,24,8,20,1480
2004,Mizoram,Mizoram District 7,18,8,14,9,37,11,21,26,15,13,33,12,15,12,16,22,11,10,24,23,20,13,10,17,28,16,20,15,16,14,9,13,21,17,16,13,14,17,14,13,1472
2004,Mizoram,Mizoram District 8,14,17,10,21,39,16,18,22,21,22,26,15,10,18,18,21,19,12,19,18,23,19,13,16,17,15,12,28,21,18,23,15,18,13,20,12,15,15,18,22,1490
2004,Mizoram,Mizoram District 9,18,18,15,12,27,19,15,26,19,20,27,11,19,15,16,13,20,21,14,21,25,15,19,14,17,15,16,13,21,13,17,13,17,13,9,21,26,12,14,15,1481
2004,Mizoram,Mizoram District 10,15,12,21,16,36,18,18,32,18,20,21,14,14,18,12,10,18,15,17,19,16,16,12,8,21,19,19,17,15,14,11,15,12,11,16,25,11,25,17,17,1468
2004,Mizoram,Mizoram District 11,10,15,24,12,17,18,10,32,13,13,28,15,11,21,18,15,21,14,17,17,19,17,15,16,17,27,15,18,12,14,11,12,15,13,9,20,17,20,18,17,1465
2004,Mizoram,Mizoram District 12,17,16,17,11,20,15,16,23,13,13,16,14,15,13,13,19,15,15,15,17,9,21,16,16,12,20,14,22,15,17,13,20,11,20,22,14,15,13,12,19,1414
2004,Mizoram,Mizoram District 13,24,16,19,14,30,12,15,19,10,12,24,25,16,14,14,13,13,22,18,15,19,24,13,21,17,13,18,16,18,15,26,19,17,16,24,19,12,16,25,11,1491
2004,Nagaland,Nagaland District 1,28,27,38,33,30,29,41,42,36,32,40,28,26,21,33,28,35,38,32,27,30,31,36,23,30,26,28,28,23,22,26,32,28,38,28,22,32,31,29,37,2739
2004,Nagaland,Nagaland District 2,38,17,26,24,37,30,39,39,28,34,48,44,27,30,35,30,35,37,34,27,34,33,38,24,19,38,31,43,35,34,28,34,32,27,38,23,34,36,29,32,2876
2004,Nagaland,Nagaland District 3,20,42,33,27,40,20,28,45,33,27,40,45,35,38,30,31,42,34,26,30,26,32,40,25,33,23,29,31,20,24,37,37,25,27,36,30,28,30,28,37,2799
2004,Nagaland,Nagaland District 4,39,25,33,28,34,35,32,39,22,30,38,33,36,29,33,42,37,39,39,29,22,24,27,27,42,26,34,24,23,34,22,33,22,35,28,23,29,35,32,32,2770
2004,Nagaland,Nagaland District 5,29,35,27,35,38,33,30,46,30,33,52,23,23,35,33,40,29,22,38,24,31,32,39,27,34,21,28,34,32,35,31,41,23,31,35,27,31,35,34,31,2819
2004,Nagaland,Nagaland District 6,29,28,36,22,48,34,27,37,28,35,44,31,33,29,44,37,43,24,37,28,32,23,29,25,29,29,30,26,35,37,27,35,33,26,29,27,29,31,36,33,2840
2004,Nagaland,Nagaland District 7,33,33,22,39,38,32,30,38,36,41,39,41,33,29,41,30,33,21,31,33,29,35,25,30,29,28,36,26,37,33,27,23,45,26,27,27,27,34,31,33,2790
2004,Nagaland,Nagaland District 8,31,34,40,23,49,34,34,34,29,28,42,33,28,30,33,25,32,29,36,24,28,36,26,37,29,36,29,28,27,33,24,32,35,41,36,29,23,35,32,34,2824
2004,Nagaland,Nagaland District 9,31,40,32,34,42,24,31,32,33,30,37,34,20,40,31,32,36,36,27,26,37,26,23,26,29,32,34,35,43,30,26,36,26,31,32,34,34,32,23,33,2795
2004,Nagaland,Nagaland District 10,24,29,41,31,32,32,33,33,30,48,40,22,24,34,38,28,31,36,29,33,28,36,27,32,25,34,35,28,28,30,20,31,29,31,30,36,30,38,31,30,2834
2004,Nagaland,Nagaland District 11,30,22,32,30,40,28,33,46,25,36,35,28,40,33,31,34,20,35,36,29,32,40,32,30,36,28,30,21,30,32,39,30,25,36,41,31,36,35,35,28,2843
2004,Nagaland,Nagaland District 12,31,23,22,30,47,26,33,46,26,41,55,22,33,32,39,35,32,32,27,27,37,32,24,40,23,29,30,36,30,37,27,23,43,32,29,29,39,16,27,31,2776
2004,Odisha,Odisha District 1,27,30,31,35,36,39,34,33,23,37,32,30,29,24,27,29,27,29,27,29,40,31,27,29,26,38,41,33,30,30,24,37,37,31,40,31,27,30,27,46,2841
2004,Odisha,Odisha District 2,34,21,33,22,35,30,27,38,21,30,45,20,29,24,41,49,34,26,29,23,23,28,27,33,26,28,33,31,24,30,25,30,31,34,27,27,25,34,46,29,2734
2004,Odisha,Odisha District 3,30,33,23,32,47,28,36,31,28,29,43,30,21,28,27,25,26,37,25,42,37,31,32,36,27,41,27,27,32,27,31,34,28,30,33,35,39,29,24,26,2783
2004,Odisha,Odisha District 4,32,31,24,20,39,30,32,45,28,21,44,30,30,29,28,23,27,31,30,21,33,35,26,33,36,43,30,32,26,26,32,31,24,33,36,23,34,39,34,32,2836
2004,Odisha,Odisha District 5,21,29,32,26,39,22,27,51,33,32,46,24,21,43,39,36,24,27,32,26,31,27,28,26,34,35,33,25,33,30,36,22,30,32,35,27,29,31,31,28,2777
2004,Odisha,Odisha District 6,26,38,34,38,40,37,32,34,37,32,33,30,24,39,34,27,32,23,35,38,27,28,40,25,32,28,18,25,34,34,28,32,28,26,27,31,25,37,37,34,2789
2004,Odisha,Odisha District 7,32,34,25,31,44,28,36,41,40,32,44,37,34,38,21,29,34,25,35,23,42,24,39,35,33,30,29,27,39,30,31,32,41,22,25,31,23,30,28,32,2877
2004,Odisha,Odisha District 8,39,33,38,35,43,34,32,38,28,35,42,20,31,30,27,36,33,30,31,26,30,30,26,26,31,34,33,40,26,37,30,41,30,37,31,28,30,26,21,37,2840
2004,Odisha,Odisha District 9,31,30,27,33,44,33,28,36,32,26,43,22,33,37,32,30,39,35,39,39,29,20,22,26,32,30,37,34,35,28,29,17,32,24,26,32,47,40,34,41,2829
2004,Punjab,Punjab District 1,36,35,33,27,53,38,41,43,33,29,47,43,34,42,31,31,37,31,29,39,29,39,32,35,35,47,50,29,29,34,31,43,32,41,35,36,31,44,52,31,3236
